Territorialidade,Posicao IDHM 2010,IDHM 2010,Posicao IDHM Renda 2010,IDHM Renda 2010,Posicao IDHM Educacao 2010,IDHM Educacao 2010,Posicao IDHM Longevidade 2010,IDHM Longevidade 2010,Posicao IDHM 2000,IDHM 2000,Posicao IDHM Renda 2000,IDHM Renda 2000,Posicao IDHM Educacao 2000,IDHM Educacao 2000,Posicao IDHM Longevidade 2000,IDHM Longevidade 2000
SE#RJ#Santo Antônio de Pádua #,1362,0.718,1318,0.709,1050,0.648,2849,0.806,1358,0.611,1242,0.657,1355,0.457,1948,0.759
SE#SP#Santo Antônio de Posse #,1842,0.702,1091,0.718,2427,0.576,1281,0.838,1196,0.619,390,0.702,1815,0.422,635,0.801
SE#MG#Santo Antônio do Amparo #,2621,0.672,3000,0.641,2427,0.576,1987,0.823,1973,0.579,2270,0.612,1711,0.43,2654,0.737
SE#SP#Santo Antônio do Aracanguá #,420,0.757,1293,0.71,127,0.728,1183,0.84,501,0.659,1811,0.633,150,0.587,1523,0.771
SE#MG#Santo Antônio do Aventureiro #,2642,0.671,2647,0.66,3100,0.545,1128,0.841,2419,0.555,3106,0.568,2175,0.396,1948,0.759
S#PR#Santo Antônio do Caiuá #,2028,0.696,2842,0.65,1350,0.632,2161,0.82,1859,0.585,2798,0.586,1302,0.461,2578,0.74
CO#GO#Santo Antônio do Descoberto #,2776,0.665,2883,0.647,2866,0.556,2259,0.818,2880,0.526,2973,0.576,2997,0.334,2086,0.755
SE#MG#Santo Antônio do Grama #,3433,0.633,3235,0.626,4095,0.493,1987,0.823,3119,0.508,3043,0.572,3233,0.317,2984,0.724
N#AM#Santo Antônio do Içá #,5541,0.49,5560,0.438,5508,0.353,4484,0.759,5511,0.306,5494,0.39,5509,0.11,4278,0.665
SE#MG#Santo Antônio do Itambé #,5081,0.558,4963,0.537,5273,0.408,3362,0.794,4876,0.392,4762,0.462,5092,0.183,3285,0.712
SE#MG#Santo Antônio do Jacinto #,4764,0.574,4089,0.575,5111,0.427,4064,0.772,4319,0.427,4608,0.47,4256,0.243,4026,0.68
SE#SP#Santo Antônio do Jardim #,1486,0.714,1473,0.703,1593,0.62,1419,0.835,1275,0.615,1329,0.654,1323,0.459,1346,0.776
CO#MT#Santo Antônio do Leste #,3008,0.655,2685,0.658,3961,0.501,610,0.853,2825,0.529,2680,0.593,3200,0.32,1288,0.778
CO#MT#Santo Antônio do Leverger #,2986,0.656,2822,0.651,3223,0.539,2849,0.806,2755,0.534,2433,0.605,2971,0.336,2323,0.748
SE#MG#Santo Antônio do Monte #,1191,0.724,692,0.736,1687,0.615,1183,0.84,1118,0.623,569,0.69,1490,0.447,1108,0.785
S#RS#Santo Antônio do Palma #,304,0.764,93,0.787,787,0.665,610,0.853,384,0.667,435,0.699,779,0.503,47,0.844
S#PR#Santo Antônio do Paraíso #,1427,0.716,2061,0.683,829,0.662,2504,0.813,1859,0.585,2515,0.601,1278,0.463,3087,0.721
SE#SP#Santo Antônio do Pinhal #,1720,0.706,2020,0.685,1350,0.632,2562,0.812,1256,0.616,674,0.684,1617,0.437,1206,0.782
S#RS#Santo Antônio do Planalto #,383,0.759,1547,0.701,293,0.705,40,0.885,167,0.693,1600,0.642,82,0.605,10,0.858
SE#MG#Santo Antônio do Retiro #,4841,0.57,5393,0.504,4544,0.469,3670,0.784,5101,0.376,5249,0.428,5102,0.182,3993,0.682
SE#MG#Santo Antônio do Rio Abaixo #,2691,0.669,3386,0.616,2133,0.591,1987,0.823,2719,0.537,2798,0.586,2603,0.365,3018,0.723
S#PR#Santo Antônio do Sudoeste #,2642,0.671,1890,0.69,3137,0.543,2805,0.807,2031,0.576,2573,0.598,1686,0.432,2624,0.738
N#PA#Santo Antônio do Tauá #,3448,0.632,3649,0.598,2757,0.561,4661,0.753,3567,0.475,4172,0.494,3503,0.296,2816,0.732
NE#MA#Santo Antônio dos Lopes #,4921,0.566,4740,0.547,4599,0.465,5359,0.714,5059,0.379,4794,0.46,4953,0.195,5325,0.606
NE#PI#Santo Antônio dos Milagres #,3721,0.619,5191,0.524,2304,0.582,3897,0.776,4029,0.444,5437,0.405,2997,0.334,4603,0.648
S#RS#Santo Augusto #,795,0.739,360,0.753,1248,0.637,1183,0.84,1041,0.627,1630,0.641,1036,0.48,635,0.801
S#RS#Santo Cristo #,823,0.738,494,0.746,930,0.656,2161,0.82,752,0.642,1582,0.643,476,0.535,1630,0.768
NE#BA#Santo Estêvão #,3561,0.626,3465,0.611,4007,0.498,2754,0.808,4278,0.43,4082,0.5,4448,0.231,3910,0.687
SE#SP#Santo Expedito #,965,0.732,2562,0.664,212,0.714,1747,0.828,394,0.666,1853,0.631,118,0.593,996,0.788
S#RS#Santo Expedito do Sul #,965,0.732,2182,0.679,620,0.677,610,0.853,1041,0.627,2488,0.602,625,0.518,924,0.79
SE#MG#Santo Hipólito #,2964,0.657,3000,0.641,3270,0.536,1951,0.824,3053,0.514,3395,0.545,2921,0.34,2835,0.731
S#PR#Santo Inácio #,795,0.739,494,0.746,1176,0.641,1032,0.843,1023,0.628,1667,0.64,818,0.499,1346,0.776
NE#PI#Santo Inácio do Piauí #,3847,0.613,4828,0.543,3078,0.546,3897,0.776,4319,0.427,4035,0.503,4544,0.225,3855,0.69
SE#SP#Santópolis do Aguapeí #,764,0.74,2149,0.68,172,0.719,1647,0.83,752,0.642,2515,0.601,279,0.561,1074,0.786
SE#SP#Santos #,6,0.84,9,0.861,3,0.807,643,0.852,3,0.785,6,0.835,2,0.714,411,0.81
SE#MG#Santos Dumont #,743,0.741,1939,0.688,389,0.697,846,0.847,797,0.64,1630,0.641,549,0.527,1346,0.776
NE#CE#São Benedito #,3884,0.611,4403,0.562,3368,0.531,4329,0.764,4220,0.433,4091,0.499,4140,0.251,4583,0.649
NE#MA#São Benedito do Rio Preto #,5306,0.541,5536,0.468,4808,0.452,4770,0.749,5184,0.368,5546,0.364,4599,0.222,5148,0.619
NE#PE#São Benedito do Sul #,5395,0.53,5434,0.499,5287,0.406,5049,0.736,5288,0.356,5240,0.429,5152,0.176,5395,0.598
NE#PB#São Bentinho #,3999,0.606,4089,0.575,4143,0.491,3594,0.787,5175,0.369,4829,0.458,5270,0.161,4011,0.681
NE#MA#São Bento #,4101,0.602,5172,0.525,3100,0.545,4400,0.762,3944,0.449,4967,0.449,3211,0.319,4958,0.631
NE#PB#São Bento #,4638,0.58,3664,0.597,5145,0.424,4168,0.769,4371,0.424,3542,0.536,4880,0.201,3378,0.709
SE#MG#São Bento Abade #,2621,0.672,2822,0.651,2322,0.581,3077,0.801,2788,0.532,2764,0.588,2761,0.353,2984,0.724
NE#RN#São Bento do Norte #,5128,0.555,4876,0.541,5229,0.415,4452,0.76,3812,0.458,3936,0.509,3734,0.279,4093,0.676
SE#SP#São Bento do Sapucaí #,1301,0.72,1069,0.719,1232,0.638,2562,0.812,1545,0.601,1437,0.65,1602,0.438,1812,0.762
S#SC#São Bento do Sul #,113,0.782,252,0.763,172,0.719,181,0.871,264,0.679,378,0.703,528,0.529,50,0.843
N#TO#São Bento do Tocantins #,4029,0.605,3695,0.595,3868,0.506,5049,0.736,4601,0.411,4829,0.458,4090,0.255,5416,0.594
NE#RN#São Bento do Trairí #,4255,0.595,5154,0.526,3480,0.525,4366,0.763,4005,0.445,5019,0.445,3655,0.284,3731,0.696
NE#PE#São Bento do Una #,4309,0.593,3734,0.593,4887,0.446,3540,0.789,4150,0.437,2778,0.587,4768,0.21,4093,0.676
S#SC#São Bernardino #,2503,0.677,2789,0.653,2399,0.577,2064,0.822,2935,0.522,2573,0.598,3211,0.319,2364,0.747
NE#MA#São Bernardo #,4802,0.572,5310,0.514,4351,0.479,4400,0.762,5116,0.374,5475,0.398,4758,0.211,5090,0.625
SE#SP#São Bernardo do Campo #,28,0.805,41,0.807,42,0.752,390,0.861,21,0.74,24,0.778,22,0.651,684,0.799
S#SC#São Bonifácio #,993,0.731,832,0.729,1556,0.622,425,0.86,1796,0.588,2325,0.609,1926,0.413,446,0.808
S#RS#São Borja #,876,0.736,1039,0.72,1133,0.643,425,0.86,849,0.637,1100,0.663,920,0.49,793,0.794
NE#AL#São Brás #,4802,0.572,5037,0.533,4332,0.48,5105,0.732,4168,0.436,4893,0.454,3999,0.261,3599,0.701
SE#MG#São Brás do Suaçuí #,2802,0.664,2295,0.675,3183,0.541,3077,0.801,2195,0.568,2405,0.606,1926,0.413,2774,0.734
NE#PI#São Braz do Piauí #,4238,0.596,5037,0.533,3716,0.514,4100,0.771,5320,0.35,5019,0.445,5332,0.153,4992,0.63
N#PA#São Caetano de Odivelas #,4515,0.585,4628,0.552,4463,0.473,4245,0.767,3714,0.464,4035,0.503,3910,0.267,2512,0.742
SE#SP#São Caetano do Sul #,1,0.862,1,0.891,2,0.811,19,0.887,1,0.82,2,0.855,1,0.74,2,0.87
NE#PE#São Caitano #,4372,0.591,3908,0.583,4544,0.469,4579,0.756,4491,0.418,3936,0.509,4565,0.224,4779,0.639
S#SC#São Carlos #,238,0.769,252,0.763,495,0.688,257,0.867,338,0.671,74,0.749,878,0.494,330,0.815
SE#SP#São Carlos #,28,0.805,87,0.788,20,0.766,343,0.863,26,0.736,50,0.759,15,0.656,635,0.801
S#PR#São Carlos do Ivaí #,2386,0.682,1473,0.703,3053,0.547,1905,0.825,2052,0.575,1989,0.625,1978,0.409,2466,0.743
NE#SE#São Cristóvão #,2846,0.662,3261,0.624,2322,0.581,3129,0.8,2825,0.529,3189,0.56,2556,0.368,3126,0.719
S#SC#São Cristovão do Sul #,2776,0.665,2490,0.667,3137,0.543,2562,0.812,2986,0.518,2996,0.575,3310,0.311,1288,0.778
NE#BA#São Desidério #,4654,0.579,3894,0.584,4852,0.449,4936,0.742,4778,0.398,4349,0.485,4909,0.199,4489,0.655
NE#BA#São Domingos #,3291,0.64,3607,0.601,2457,0.575,4552,0.757,3651,0.469,4236,0.49,2983,0.335,4992,0.63
CO#GO#São Domingos #,4215,0.597,4073,0.576,4902,0.445,1647,0.83,4064,0.442,3662,0.528,4529,0.226,3068,0.722
NE#PB#São Domingos #,5225,0.548,4565,0.555,5367,0.394,4625,0.754,5339,0.348,4515,0.476,5385,0.143,5148,0.619
S#SC#São Domingos #,289,0.765,194,0.769,648,0.675,390,0.861,476,0.661,421,0.7,581,0.524,960,0.789
NE#SE#São Domingos #,4444,0.588,4161,0.572,4502,0.471,4579,0.756,4725,0.402,4457,0.479,4685,0.216,5044,0.627
SE#MG#São Domingos das Dores #,3333,0.638,3590,0.602,3223,0.539,3129,0.8,3133,0.507,2375,0.607,3670,0.283,2018,0.757
N#PA#São Domingos do Araguaia #,4284,0.594,3190,0.629,4821,0.451,5008,0.738,3858,0.454,3542,0.536,4217,0.246,3285,0.712
NE#MA#São Domingos do Azeitão #,4395,0.59,4073,0.576,4231,0.486,5105,0.732,4778,0.398,5180,0.434,4371,0.236,5210,0.617
N#PA#São Domingos do Capim #,5382,0.532,5359,0.509,5422,0.382,4028,0.773,5149,0.371,3969,0.507,5385,0.143,3438,0.707
NE#PB#São Domingos do Cariri #,4416,0.589,3576,0.603,4973,0.438,4028,0.773,3325,0.493,3584,0.533,3487,0.297,1948,0.759
NE#MA#São Domingos do Maranhão #,4590,0.582,4698,0.549,3908,0.504,5367,0.713,4842,0.394,4091,0.499,4741,0.212,5502,0.577
SE#ES#São Domingos do Norte #,2386,0.682,2182,0.679,2457,0.575,2611,0.811,2298,0.562,2732,0.59,1926,0.413,2854,0.73
SE#MG#São Domingos do Prata #,2182,0.69,2318,0.674,2084,0.593,1987,0.823,2318,0.561,2515,0.601,2429,0.377,1265,0.779
S#RS#São Domingos do Sul #,320,0.763,132,0.78,581,0.68,1238,0.839,184,0.69,497,0.695,232,0.57,145,0.83
NE#BA#São Felipe #,3771,0.616,4322,0.565,3480,0.525,3594,0.787,3714,0.464,3783,0.52,3858,0.271,3378,0.709
N#RO#São Felipe D'Oeste #,3136,0.649,3403,0.615,2531,0.571,3751,0.78,3686,0.466,3168,0.562,4013,0.26,3780,0.694
NE#BA#São Félix #,3312,0.639,3934,0.582,2293,0.583,4168,0.769,3370,0.489,3558,0.535,2884,0.343,4819,0.637
NE#MA#São Félix de Balsas #,5098,0.557,5271,0.517,5083,0.43,3831,0.778,4892,0.391,4762,0.462,4978,0.193,4208,0.669
SE#MG#São Félix de Minas #,3702,0.62,3796,0.589,3792,0.51,3329,0.795,3398,0.487,3613,0.531,3404,0.304,3183,0.715
CO#MT#São Félix do Araguaia #,2716,0.668,2807,0.652,3239,0.538,792,0.848,2180,0.569,1771,0.635,2296,0.387,2323,0.748
NE#BA#São Félix do Coribe #,3312,0.639,3607,0.601,2888,0.555,3670,0.784,3743,0.462,3893,0.512,3734,0.279,3824,0.692
NE#PI#São Félix do Piauí #,3902,0.61,3834,0.587,3593,0.52,4936,0.742,3481,0.481,4349,0.485,2946,0.338,4045,0.679
N#TO#São Félix do Tocantins #,4764,0.574,4670,0.55,4887,0.446,4100,0.771,4474,0.419,3395,0.545,4741,0.212,4876,0.636
N#PA#São Félix do Xingu #,4284,0.594,3048,0.638,5260,0.411,3214,0.798,4184,0.435,1100,0.663,5226,0.168,2552,0.741
NE#RN#São Fernando #,3957,0.608,3769,0.591,3832,0.508,4758,0.75,3246,0.498,3893,0.512,3086,0.328,2706,0.736
SE#RJ#São Fidélis #,2161,0.691,2020,0.685,1744,0.611,3594,0.787,1754,0.59,1748,0.636,1582,0.44,2744,0.735
SE#MG#São Francisco #,3333,0.638,3695,0.595,3163,0.542,2940,0.804,3427,0.485,4135,0.496,3289,0.312,2654,0.737
NE#PB#São Francisco #,4638,0.58,4451,0.56,4306,0.481,5207,0.726,4713,0.403,4858,0.456,4565,0.224,4697,0.643
NE#SE#São Francisco #,4467,0.587,4351,0.564,4163,0.49,5105,0.732,4029,0.444,4349,0.485,3734,0.279,4642,0.647
SE#SP#São Francisco #,1217,0.723,1424,0.705,898,0.658,2453,0.814,967,0.631,2088,0.62,469,0.536,2018,0.757
S#RS#São Francisco de Assis #,2545,0.675,2119,0.681,2953,0.552,2259,0.818,2383,0.558,2325,0.609,2572,0.367,1346,0.776
NE#PI#São Francisco de Assis do Piauí #,5549,0.485,5541,0.462,5532,0.336,5081,0.734,5562,0.241,5522,0.379,5562,0.06,5229,0.616
CO#GO#São Francisco de Goiás #,3090,0.651,2685,0.658,3814,0.509,1905,0.825,2180,0.569,2465,0.603,1995,0.408,2258,0.75
SE#RJ#São Francisco de Itabapoana #,3312,0.639,3354,0.618,3328,0.533,3475,0.791,3189,0.503,2798,0.586,3518,0.295,2744,0.735
SE#MG#São Francisco de Paula #,2898,0.66,2647,0.66,3249,0.537,2562,0.812,2771,0.533,2573,0.598,2870,0.344,2654,0.737
S#RS#São Francisco de Paula #,2309,0.685,1547,0.701,3300,0.534,425,0.86,1716,0.592,1242,0.657,2038,0.405,1288,0.778
SE#MG#São Francisco de Sales #,2224,0.688,1268,0.711,3419,0.528,257,0.867,1336,0.612,1411,0.651,1667,0.433,330,0.815
NE#MA#São Francisco do Brejão #,4540,0.584,4551,0.556,4351,0.479,4794,0.748,4371,0.424,4004,0.505,4272,0.242,5115,0.622
NE#BA#São Francisco do Conde #,2573,0.674,3000,0.641,2210,0.587,2562,0.812,2986,0.518,3286,0.552,2603,0.365,3874,0.689
SE#MG#São Francisco do Glória #,2828,0.663,2883,0.647,3183,0.541,1515,0.833,2699,0.538,3043,0.572,2543,0.369,2654,0.737
N#RO#São Francisco do Guaporé #,3884,0.611,2709,0.657,4646,0.462,4732,0.751,4199,0.434,1485,0.648,5113,0.181,3663,0.698
NE#MA#São Francisco do Maranhão #,5408,0.528,5401,0.503,5325,0.4,5094,0.733,5328,0.349,5422,0.407,5226,0.168,5115,0.622
NE#RN#São Francisco do Oeste #,3519,0.628,3955,0.581,3053,0.547,3775,0.779,3437,0.484,4135,0.496,3165,0.322,3323,0.711
N#PA#São Francisco do Pará #,3957,0.608,4180,0.571,3943,0.502,3649,0.785,3553,0.476,3286,0.552,3720,0.28,3696,0.697
NE#PI#São Francisco do Piauí #,4841,0.57,4529,0.557,4862,0.448,4893,0.744,5339,0.348,5370,0.415,5242,0.166,5261,0.612
S#SC#São Francisco do Sul #,335,0.762,596,0.74,364,0.699,527,0.856,516,0.658,308,0.71,856,0.496,446,0.808
NE#BA#São Gabriel #,4331,0.592,4670,0.55,3249,0.537,5444,0.704,4184,0.435,3613,0.531,3850,0.272,5525,0.57
S#RS#São Gabriel #,1934,0.699,1268,0.711,2245,0.585,2064,0.822,1109,0.624,997,0.668,1289,0.462,996,0.788
N#AM#São Gabriel da Cachoeira #,3927,0.609,3478,0.61,4409,0.476,3871,0.777,3527,0.478,3662,0.528,3640,0.285,2914,0.727
SE#ES#São Gabriel da Palha #,1638,0.709,621,0.739,2377,0.578,1419,0.835,1235,0.617,1275,0.656,1151,0.472,1948,0.759
CO#MS#São Gabriel do Oeste #,1052,0.729,398,0.751,1802,0.608,722,0.85,516,0.658,76,0.748,899,0.492,1402,0.775
SE#MG#São Geraldo #,3090,0.651,2732,0.656,3847,0.507,1603,0.831,2633,0.542,2375,0.607,2921,0.34,1562,0.77
SE#MG#São Geraldo da Piedade #,4144,0.6,3247,0.625,4874,0.447,3987,0.774,3794,0.459,3936,0.509,3834,0.273,3759,0.695
N#PA#São Geraldo do Araguaia #,4255,0.595,3716,0.594,4874,0.447,3400,0.793,4536,0.415,3151,0.564,5208,0.17,2323,0.748
SE#MG#São Geraldo do Baixio #,3487,0.63,3155,0.631,4284,0.482,1951,0.824,3246,0.498,3542,0.536,3310,0.311,2578,0.74
SE#RJ#São Gonçalo #,795,0.739,1268,0.711,573,0.681,1515,0.833,777,0.641,798,0.677,581,0.524,2512,0.742
SE#MG#São Gonçalo do Abaeté #,2663,0.67,2535,0.665,2600,0.568,3292,0.796,2451,0.553,2325,0.609,2620,0.364,1860,0.761
NE#CE#São Gonçalo do Amarante #,2776,0.665,3834,0.587,1082,0.646,3948,0.775,3794,0.459,4367,0.484,3487,0.297,4137,0.673
NE#RN#São Gonçalo do Amarante #,2870,0.661,3334,0.619,2690,0.564,1704,0.829,2902,0.524,3423,0.543,2657,0.361,2744,0.735
NE#PI#São Gonçalo do Gurguéia #,5049,0.56,4161,0.572,4973,0.438,5468,0.701,4986,0.384,4994,0.447,4880,0.201,4992,0.63
SE#MG#São Gonçalo do Pará #,2199,0.689,2090,0.682,2557,0.57,1075,0.842,2211,0.567,2192,0.616,2139,0.398,2436,0.744
NE#PI#São Gonçalo do Piauí #,3771,0.616,4945,0.538,2185,0.588,4989,0.739,3203,0.502,4967,0.449,2023,0.406,3759,0.695
SE#MG#São Gonçalo do Rio Abaixo #,2738,0.667,2685,0.658,2578,0.569,3428,0.792,2947,0.521,3189,0.56,2702,0.357,3438,0.707
SE#MG#São Gonçalo do Rio Preto #,3291,0.64,3734,0.593,3163,0.542,2407,0.815,2719,0.537,3509,0.538,2154,0.397,2984,0.724
SE#MG#São Gonçalo do Sapucaí #,1454,0.715,1405,0.706,1782,0.609,722,0.85,1489,0.604,1297,0.655,1736,0.428,1108,0.785
NE#BA#São Gonçalo dos Campos #,3534,0.627,3079,0.636,3675,0.516,4697,0.752,3596,0.473,3584,0.533,3323,0.31,4743,0.641
SE#MG#São Gotardo #,876,0.736,621,0.739,1350,0.632,551,0.855,1041,0.627,814,0.676,1311,0.46,858,0.792
S#RS#São Jerônimo #,2028,0.696,739,0.734,2776,0.56,2064,0.822,1388,0.609,487,0.696,1711,0.43,2140,0.753
S#PR#São Jerônimo da Serra #,3357,0.637,3235,0.626,3925,0.503,2064,0.822,2788,0.532,2935,0.578,2761,0.353,2624,0.738
NE#PE#São João #,4841,0.57,4322,0.565,5123,0.426,4204,0.768,4778,0.398,4575,0.472,4785,0.209,4779,0.639
S#PR#São João #,1107,0.727,1741,0.695,870,0.66,1281,0.838,752,0.642,1297,0.655,528,0.529,1781,0.763
NE#MA#São João Batista #,4198,0.598,5467,0.493,2399,0.577,4697,0.752,4220,0.433,4575,0.472,3802,0.275,5044,0.627
S#SC#São João Batista #,764,0.74,621,0.739,1308,0.634,303,0.865,445,0.663,569,0.69,587,0.523,446,0.808
SE#MG#São João Batista do Glória #,1191,0.724,1217,0.713,1370,0.631,943,0.845,1429,0.607,1359,0.653,1761,0.426,515,0.805
N#RR#São João da Baliza #,3008,0.655,3419,0.614,2210,0.587,3751,0.78,2699,0.538,3206,0.559,2154,0.397,3564,0.702
SE#RJ#São João da Barra #,2642,0.671,1996,0.686,2967,0.551,3129,0.8,2529,0.548,2325,0.609,2572,0.367,2654,0.737
SE#SP#São João da Boa Vista #,50,0.797,155,0.776,53,0.749,181,0.871,46,0.722,100,0.741,74,0.61,113,0.833
NE#PI#São João da Canabrava #,5066,0.559,4927,0.539,4887,0.446,5207,0.726,5200,0.366,5148,0.436,4978,0.193,5493,0.581
NE#PI#São João da Fronteira #,5481,0.515,5284,0.516,5511,0.351,4661,0.753,5264,0.359,4560,0.473,5294,0.158,5127,0.621
SE#MG#São João da Lagoa #,3407,0.634,4089,0.575,3078,0.546,2504,0.813,3398,0.487,3644,0.529,3479,0.298,2795,0.733
SE#MG#São João da Mata #,3055,0.653,2266,0.676,3961,0.501,2064,0.822,1859,0.585,1748,0.636,2190,0.395,718,0.797
CO#GO#São João da Paraúna #,1191,0.724,1605,0.699,802,0.664,2259,0.818,882,0.635,720,0.681,920,0.49,1652,0.767
N#PA#São João da Ponta #,4562,0.583,5215,0.522,4066,0.495,4245,0.767,3959,0.448,4491,0.477,3858,0.271,3696,0.697
SE#MG#São João da Ponte #,4869,0.569,4476,0.559,5197,0.419,3629,0.786,4666,0.406,4236,0.49,4953,0.195,3599,0.701
NE#PI#São João da Serra #,4590,0.582,4779,0.545,4373,0.478,4552,0.757,5219,0.364,5384,0.413,5064,0.186,4992,0.63
S#RS#São João da Urtiga #,2078,0.694,1516,0.702,2457,0.575,1747,0.828,2111,0.572,2192,0.616,2190,0.395,1523,0.771
NE#PI#São João da Varjota #,5066,0.559,4987,0.536,4693,0.46,5415,0.708,5184,0.368,5077,0.441,5127,0.179,4935,0.632
CO#GO#São João D'Aliança #,2309,0.685,2842,0.65,1782,0.609,2562,0.812,2771,0.533,1329,0.654,3360,0.308,2140,0.753
SE#SP#São João das Duas Pontes #,1301,0.72,2295,0.675,516,0.686,2849,0.806,752,0.642,1180,0.66,508,0.531,2086,0.755
SE#MG#São João das Missões #,5402,0.529,5415,0.502,5427,0.381,3897,0.776,5256,0.36,5284,0.425,5350,0.15,2774,0.734
SE#SP#São João de Iracema #,583,0.748,2090,0.682,93,0.738,1515,0.833,285,0.677,569,0.69,132,0.591,1908,0.76
SE#RJ#São João de Meriti #,1331,0.719,1797,0.693,1082,0.646,1603,0.831,1173,0.62,1297,0.655,932,0.489,2436,0.744
N#PA#São João de Pirabas #,5332,0.539,5110,0.529,5371,0.393,4661,0.753,4536,0.415,4591,0.471,4768,0.21,2984,0.724
SE#MG#São João Del Rei #,400,0.758,765,0.733,474,0.69,425,0.86,320,0.673,757,0.679,413,0.544,186,0.826
N#PA#São João do Araguaia #,5194,0.55,5096,0.53,5145,0.424,4958,0.741,5328,0.349,4979,0.448,5354,0.149,4819,0.637
NE#PI#São João do Arraial #,5444,0.523,5454,0.496,5320,0.401,5291,0.72,5278,0.357,5240,0.429,5127,0.179,5428,0.592
S#PR#São João do Caiuá #,2802,0.664,2212,0.678,2967,0.551,3649,0.785,1859,0.585,2634,0.595,1260,0.464,2932,0.726
NE#PB#São João do Cariri #,3653,0.622,3354,0.618,4201,0.488,3252,0.797,3730,0.463,3728,0.523,3751,0.278,3962,0.684
NE#MA#São João do Carú #,5502,0.509,5485,0.487,5353,0.397,5545,0.684,5545,0.281,5418,0.408,5536,0.093,5462,0.587
S#SC#São João do Itaperiú #,823,0.738,1190,0.714,1097,0.645,147,0.873,1429,0.607,1038,0.666,1948,0.411,261,0.819
S#PR#São João do Ivaí #,2105,0.693,2230,0.677,1744,0.611,2990,0.803,1879,0.584,2553,0.599,1446,0.45,2624,0.738
NE#CE#São João do Jaguaribe #,3030,0.654,3322,0.62,2427,0.576,3670,0.784,2923,0.523,3584,0.533,2789,0.351,1727,0.765
SE#MG#São João do Manhuaçu #,3115,0.65,2667,0.659,4007,0.498,1370,0.836,3147,0.506,1853,0.631,3819,0.274,2258,0.75
SE#MG#São João do Manteninha #,3291,0.64,3279,0.623,3549,0.522,2899,0.805,2683,0.539,3043,0.572,2358,0.382,3183,0.715
S#SC#São João do Oeste #,350,0.761,321,0.756,738,0.668,147,0.873,737,0.643,2375,0.607,434,0.541,430,0.809
SE#MG#São João do Oriente #,3156,0.648,3155,0.631,3270,0.536,2899,0.805,2529,0.548,3235,0.557,1978,0.409,2984,0.724
SE#MG#São João do Pacuí #,3587,0.625,3538,0.606,3908,0.504,3214,0.798,5017,0.382,5077,0.441,5113,0.181,3696,0.697
NE#MA#São João do Paraíso #,3927,0.609,4583,0.554,3163,0.542,4661,0.753,4429,0.421,4265,0.489,4392,0.235,4550,0.651
SE#MG#São João do Paraíso #,3796,0.615,3908,0.583,4095,0.493,2754,0.808,4048,0.443,4425,0.481,4325,0.239,2018,0.757
SE#SP#São João do Pau D'Alho #,551,0.75,1190,0.714,450,0.692,581,0.854,777,0.641,2488,0.602,178,0.58,2086,0.755
NE#PI#São João do Piauí #,3201,0.645,3403,0.615,2633,0.567,4168,0.769,3904,0.451,3600,0.532,3858,0.271,4819,0.637
S#RS#São João do Polêsine #,583,0.748,462,0.748,849,0.661,846,0.847,219,0.686,321,0.709,118,0.593,1652,0.767
NE#PB#São João do Rio do Peixe #,3957,0.608,3853,0.586,4163,0.49,3704,0.782,3959,0.448,4082,0.5,3802,0.275,4470,0.656
NE#RN#São João do Sabugi #,3008,0.655,3322,0.62,2322,0.581,3775,0.779,2771,0.533,3509,0.538,2528,0.37,1908,0.76
NE#MA#São João do Soter #,5473,0.517,5487,0.486,5320,0.401,5388,0.711,5411,0.334,5437,0.405,5294,0.158,5485,0.584
S#SC#São João do Sul #,2059,0.695,2090,0.682,2210,0.587,1183,0.84,2067,0.574,2047,0.622,2248,0.391,1346,0.776
NE#PB#São João do Tigre #,5169,0.552,5206,0.523,5145,0.424,4509,0.758,5175,0.369,4951,0.45,5168,0.175,4876,0.636
S#PR#São João do Triunfo #,3501,0.629,2747,0.655,4430,0.475,3077,0.801,3189,0.503,3235,0.557,3276,0.313,2835,0.731
NE#MA#São João dos Patos #,3796,0.615,3437,0.613,3549,0.522,5207,0.726,3527,0.478,3841,0.516,3032,0.332,4819,0.637
SE#MG#São João Evangelista #,3333,0.638,3322,0.62,3593,0.52,2849,0.806,2866,0.527,3480,0.54,2387,0.38,3266,0.713
SE#MG#São João Nepomuceno #,1665,0.708,1707,0.696,1957,0.6,722,0.85,1298,0.614,1383,0.652,1197,0.468,1908,0.76
S#SC#São Joaquim #,2251,0.687,1424,0.705,2729,0.562,2307,0.817,1774,0.589,1455,0.649,1948,0.411,1630,0.768
SE#SP#São Joaquim da Barra #,335,0.762,596,0.74,282,0.706,846,0.847,219,0.686,278,0.713,260,0.564,563,0.803
SE#MG#São Joaquim de Bicas #,2846,0.662,2562,0.664,3634,0.518,986,0.844,2788,0.532,2634,0.595,2961,0.337,2258,0.75
NE#PE#São Joaquim do Monte #,5345,0.537,4698,0.549,5427,0.381,4958,0.741,5207,0.365,4491,0.477,5266,0.162,5034,0.628
S#RS#São Jorge #,965,0.732,415,0.75,1649,0.617,901,0.846,1004,0.629,1242,0.657,878,0.494,1689,0.766
S#PR#São Jorge do Ivaí #,695,0.743,870,0.727,404,0.696,2661,0.81,356,0.669,772,0.678,211,0.574,1630,0.768
